"wpid","title","version","species","url","total gene count"
"WP2197","Endothelin Pathways","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2197_r74852","34"
"WP1544","MicroRNAs in cardiomyocyte hypertrophy","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP1544_r89794","102"
"WP2446","Retinoblastoma (RB) in Cancer","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2446_r87639","88"
"WP2516","ATM Signaling Pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2516_r90247","40"
"WP536","Calcium Regulation in the Cardiac Cell","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP536_r90194","151"
"WP1530","miRNA Regulation of DNA Damage Response","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP1530_r84694","93"
"WP3303","Rac1/Pak1/p38/MMP-2 pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3303_r87628","68"
"WP3300","Dual hijack model of Vif in HIV infection","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3300_r87896","9"
"WP1981","Thyroxine (Thyroid Hormone) Production","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP1981_r85189","6"
"WP129","Matrix Metalloproteinases","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP129_r72054","30"
"WP408","Oxidative Stress","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP408_r78546","31"
"WP2533","Glycerophospholipid Biosynthetic Pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2533_r85647","21"
"WP107","Translation Factors","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP107_r89328","54"
"WP3529","Zinc homeostasis","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3529_r86971","37"
"WP3627","Gut-Liver Indole Metabolism ","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3627_r90137","1"
"WP2034","Leptin signaling pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2034_r89856","76"
"WP2369","Histone Modifications","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2369_r87373","69"
"WP615","Senescence and Autophagy in Cancer","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP615_r81193","106"
"WP306","Focal Adhesion","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP306_r80308","196"
"WP3947","Serotonin and anxiety","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3947_r90856","17"
"WP22","IL-9 Signaling Pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP22_r79264","19"
"WP623","Oxidative phosphorylation","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP623_r86899","62"
"WP3893","Development and heterogeneity of the ILC family","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3893_r89702","32"
"WP2064","Neural Crest Differentiation","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2064_r79263","102"
"WP237","Glucocorticoid & Mineralcorticoid Metabolism","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP237_r78497","8"
"WP3858","Toll-like Receptor Signaling","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3858_r89945","32"
"WP2032","Human Thyroid Stimulating Hormone (TSH) signaling pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2032_r89823","68"
"WP43","Oxidation by Cytochrome P450","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP43_r84102","63"
"WP127","IL-5 Signaling Pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP127_r78498","40"
"WP2855","Dopaminergic Neurogenesis","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2855_r87239","30"
"WP2112","IL17 signaling pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2112_r89838","31"
"WP1424","Globo Sphingolipid Metabolism","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP1424_r87539","22"
"WP322","Osteoblast Signaling","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP322_r90527","14"
"WP704","Methylation Pathways","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP704_r88909","10"
"WP697","Estrogen metabolism","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP697_r86903","19"
"WP176","Folate Metabolism","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP176_r85063","69"
"WP2361","Gastric Cancer Network 1","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2361_r86831","29"
"WP3","Transcriptional activation by NRF2","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3_r79527","15"
"WP2868","TCA Cycle Nutrient Utilization and Invasiveness of Ovarian Cancer","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2868_r90260","5"
"WP3865","RIG-I-like Receptor Signaling","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3865_r88186","61"
"WP3656","Interleukin-1 Induced Activation of NF-kappa-B","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3656_r89274","10"
"WP311","Synthesis and Degradation of Ketone Bodies","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP311_r68921","5"
"WP28","Selenium Metabolism and Selenoproteins","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP28_r71888","46"
"WP3941","Oxidative Damage","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3941_r90810","41"
"WP3853","ERK Pathway in Huntington's Disease","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3853_r89748","14"
"WP363","Wnt Signaling Pathway Netpath","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP363_r78571","53"
"WP3617","Photodynamic therapy-induced NF-kB survival signaling","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3617_r88316","35"
"WP286","IL-3 Signaling Pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP286_r78583","49"
"WP167","Eicosanoid Synthesis","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP167_r89514","24"
"WP3527","Preimplantation Embryo","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3527_r88345","60"
"WP422","MAPK Cascade","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP422_r72129","29"
"WP2036","TNF related weak inducer of apoptosis (TWEAK) Signaling Pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2036_r89910","42"
"WP3585","Cytosine methylation","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3585_r88828","9"
"WP733","Serotonin Receptor 2 and STAT3 Signaling","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP733_r74441","4"
"WP438","Non-homologous end joining","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP438_r80022","7"
"WP534","Glycolysis and Gluconeogenesis","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP534_r90450","49"
"WP1455","Serotonin Transporter Activity","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP1455_r89635","11"
"WP2276","Glial Cell Differentiation","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2276_r87535","8"
"WP1434","Osteopontin Signaling","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP1434_r78545","13"
"WP3931","ESC Pluripotency Pathways","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3931_r91005","119"
"WP673","ErbB Signaling Pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP673_r86901","54"
"WP531","Mismatch repair","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP531_r69021","9"
"WP3851","TLR4 Signaling and Tolerance","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3851_r90114","30"
"WP244","Alpha 6 Beta 4 signaling pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP244_r85199","35"
"WP2942","DDX1 as a regulatory component of the Drosha microprocessor","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2942_r87380","9"
"WP2059","Alzheimers Disease","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2059_r87372","149"
"WP3297","EV release from cardiac cells and their functional effects","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3297_r88048","9"
"WP1589","Folate-Alcohol and Cancer Pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP1589_r87508","8"
"WP1423","Ganglio Sphingolipid Metabolism","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP1423_r91044","13"
"WP3670","Simplified Interaction Map Between LOXL4 and Oxidative Stress Pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3670_r90107","21"
"WP3939","Wnt Signaling in Kidney Disease","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3939_r90804","39"
"WP1425","Bone Morphogenic Protein (BMP) Signalling and Regulation","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP1425_r86082","12"
"WP410","Exercise-induced Circadian Regulation","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP410_r90752","49"
"WP2371","Parkinsons Disease Pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2371_r87374","84"
"WP550","Biogenic Amine Synthesis","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP550_r90171","16"
"WP106","Alanine and aspartate metabolism","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP106_r91240","12"
"WP3633","Caffeine and Theobromine metabolism","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3633_r85154","4"
"WP1941","Peroxisomal beta-oxidation of tetracosanoyl-CoA","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP1941_r73548","4"
"WP3286","Copper homeostasis","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3286_r89205","54"
"WP2453","TCA Cycle and Deficiency of Pyruvate Dehydrogenase complex (PDHc)","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2453_r87731","16"
"WP2374","Oncostatin M Signaling Pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2374_r73668","66"
"WP3877","Simplified Depiction of MYD88 Distinct Input-Output Pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3877_r89291","19"
"WP411","mRNA Processing","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP411_r79980","133"
"WP299","Nuclear Receptors in Lipid Metabolism and Toxicity","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP299_r89331","35"
"WP1533","Vitamin B12 Metabolism","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP1533_r85340","53"
"WP3593","miR-148a/miR-31/FIH1/HIF1α-Notch signaling in glioblastoma ","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3593_r87762","9"
"WP688","Catalytic cycle of mammalian Flavin-containing MonoOxygenases (FMOs)","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP688_r84769","5"
"WP698","Glucuronidation","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP698_r79224","26"
"WP2849","Hematopoietic Stem Cell Differentiation","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2849_r89818","48"
"WP3614","Photodynamic therapy-induced HIF-1 survival signaling","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3614_r89311","37"
"WP692","Sulfation Biotransformation Reaction","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP692_r69031","19"
"WP1545","miRNAs involved in DNA damage response","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP1545_r84697","50"
"WP3302","eIF5A regulation in response to inhibition of the nuclear export system","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3302_r87966","4"
"WP1602","Nicotine Activity on Dopaminergic Neurons","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP1602_r78486","22"
"WP1604","Codeine and Morphine Metabolism","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP1604_r89511","8"
"WP500","Glycogen Metabolism","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP500_r89807","36"
"WP3872","Regulation of Apoptosis by Parathyroid Hormone-related Protein","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3872_r89397","22"
"WP1971","Integrated Cancer Pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP1971_r82939","46"
"WP314","Fas Ligand (FasL) pathway and Stress induction of Heat Shock Proteins (HSP) regulation","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP314_r87381","44"
"WP3863","T-Cell antigen Receptor (TCR) pathway during Staphylococcus aureus infection","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3863_r90702","62"
"WP2858","Ectoderm Differentiation","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2858_r89329","144"
"WP3287","Overview of nanoparticle effects","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3287_r89371","19"
"WP2406","Cardiac Progenitor Differentiation","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2406_r89157","53"
"WP3646","Hepatitis C and Hepatocellular Carcinoma","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3646_r88640","51"
"WP2816","Felbamate Metabolism","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2816_r88575","2"
"WP690","Polyol Pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP690_r88335","4"
"WP2895","Differentiation of white and brown adipocyte   ","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2895_r87889","25"
"WP702","Metapathway biotransformation","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP702_r73516","180"
"WP732","Serotonin Receptor 2 and ELK-SRF/GATA4 signaling","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP732_r80010","20"
"WP2881","Estrogen Receptor Pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2881_r88032","13"
"WP497","Urea cycle and metabolism of amino groups","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP497_r72142","20"
"WP2272","Pathogenic Escherichia coli infection","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2272_r78594","55"
"WP3958","GPR40 Pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3958_r91307","16"
"WP716","Vitamin A and Carotenoid Metabolism","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP716_r83589","44"
"WP727","Monoamine Transport","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP727_r90193","32"
"WP3414","Initiation of transcription and translation elongation at the HIV-1 LTR","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3414_r87386","37"
"WP2526","PDGF Pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2526_r82681","39"
"WP1992","TarBasePathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP1992_r78296","19"
"WP2596","Gastric acid production","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2596_r87520","7"
"WP2866","mir34a and TGIF2 in osteoclastogenesis","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2866_r87842","3"
"WP3849","MAPK  and NFkB Signalling Pathways Inhibited by Yersinia YopJ","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3849_r89943","12"
"WP3959","DNA IR-Doble Strand Breaks (DSBs) and cellular response via ATM","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3959_r91329","55"
"WP24","Peptide GPCRs","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP24_r90195","74"
"WP1991","SRF and miRs in Smooth Muscle Differentiation and Proliferation","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP1991_r89637","13"
"WP2267","Synaptic Vesicle Pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2267_r85090","52"
"WP185","Integrin-mediated Cell Adhesion","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP185_r88160","104"
"WP2889","Oxytocin signaling","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2889_r88286","4"
"WP3937","Microglia Pathogen Phagocytosis Pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3937_r90777","40"
"WP2253","Pilocytic astrocytoma","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2253_r74520","4"
"WP391","Mitochondrial Gene Expression","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP391_r71373","20"
"WP3601","Composition of Lipid Particles","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3601_r89202","10"
"WP455","GPCRs, Class A Rhodopsin-like","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP455_r81793","258"
"WP268","Notch Signaling Pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP268_r70096","47"
"WP2873","Aryl Hydrocarbon Receptor Pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2873_r88902","48"
"WP357","Fatty Acid Biosynthesis","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP357_r85181","22"
"WP2291","Deregulation of Rab and Rab Effector Genes in Bladder Cancer","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2291_r85341","16"
"WP3612","Photodynamic therapy-induced NFE2L2 (NRF2) survival signaling","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3612_r88317","24"
"WP395","IL-4 Signaling Pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP395_r89828","55"
"WP3934","Leptin and adiponectin","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3934_r90768","10"
"WP2363","Gastric Cancer Network 2","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2363_r87523","33"
"WP3935","Leptin Insulin Overlap","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3935_r90771","17"
"WP2637","Structural Pathway of Interleukin 1 (IL-1)","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2637_r87707","50"
"WP58","Monoamine GPCRs","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP58_r80015","33"
"WP699","Aflatoxin B1 metabolism","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP699_r70509","7"
"WP69","T-Cell antigen Receptor (TCR)  Signaling Pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP69_r89937","91"
"WP545","Complement Activation","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP545_r89636","22"
"WP2795","Cardiac Hypertrophic Response","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2795_r85087","57"
"WP3859","TGF-B Signaling in Thyroid Cells for Epithelial-Mesenchymal Transition","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3859_r90120","18"
"WP15","Selenium Micronutrient Network","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP15_r88908","89"
"WP2879","Farnesoid X Receptor  Pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2879_r88056","19"
"WP2828","Bladder Cancer","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2828_r89143","32"
"WP53","ID signaling pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP53_r67360","16"
"WP399","Wnt Signaling Pathway and Pluripotency","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP399_r90291","107"
"WP516","Hypertrophy Model","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP516_r88898","20"
"WP75","Toll-like Receptor Signaling Pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP75_r83867","103"
"WP585","Interferon type I signaling pathways","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP585_r85198","55"
"WP3945","TYROBP Causal Network","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3945_r90843","63"
"WP80","Nucleotide GPCRs","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP80_r68938","11"
"WP2874","Liver X Receptor Pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2874_r88692","10"
"WP2289","Drug Induction of Bile Acid Pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2289_r88593","17"
"WP2491","Diclofenac Metabolic Pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2491_r73891","4"
"WP2377","Integrated Pancreatic Cancer Pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2377_r84983","197"
"WP3651","Pathways Affected in Adenoid Cystic Carcinoma","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3651_r89271","66"
"WP3611","Photodynamic therapy-induced AP-1 survival signaling.","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP3611_r90923","51"
"WP2846","Proprotein convertase subtilisin/kexin type 9 (PCSK9) mediated LDL receptor degradation","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2846_r89409","3"
"WP501","GPCRs, Class C Metabotropic glutamate, pheromone","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP501_r79715","16"
"WP1772","Apoptosis Modulation and Signaling","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP1772_r91293","94"
"WP111","Electron Transport Chain","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP111_r89727","106"
"WP560","TGF-beta Receptor Signaling","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP560_r90187","58"
"WP710","DNA Damage Response (only ATM dependent)","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP710_r79974","115"
"WP712","Estrogen signaling pathway","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP712_r78491","23"
"WP1471","Target Of Rapamycin (TOR) Signaling","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP1471_r90258","37"
"WP1946","Cori Cycle","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP1946_r79691","16"
"WP2118","Arrhythmogenic Right Ventricular Cardiomyopathy","WikiPathways_20170210","Homo sapiens","http://www.wikipathways.org/instance/WP2118_r71265","76"
